gene,DFB_A,DFB_B,Fe_A,Fe_B
Ga0401699_1255480_361_861_Catalyzes the addition of an amino acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate UMAG in the biosynthesis of bacterial cell-wall peptidoglycan,0,7.883735163,6.988643718,3.096840346
Ga0401699_1258138_88_471_Aspartate racemase,0,0,0,2.064560231
Ga0401699_1260061_1_819_PFAM membrane bound O-acyl transferase MBOAT family protein,0,2.252495761,0,0
Ga0401699_1265598_59_571_Phosphinothricin acetyltransferase,0,3.378743641,0,0
Ga0401699_1266933_52_849_GtrA-like protein,3.634241186,0,0.873580465,1.032280115
Ga0401699_1268479_2_538_UDP-N-acetylglucosamine 4_6-dehydratase,0,0,4.367902324,0
Ga0401699_1269744_25_855_COG4775 Outer membrane protein protective antigen OMA87,0,1.12624788,0,23.74244266
Ga0401699_1280375_22_729_Nucleoside-binding outer membrane protein,0,0,0,10.32280115
Ga0401699_1281386_2_850_COG1442 Lipopolysaccharide biosynthesis proteins_ LPS glycosyltransferases,0.908560296,0,0.873580465,1.032280115
Ga0401699_0037101_140_2968_F-box associated region,20.89688682,21.39870973,12.23012651,28.90384323
Ga0401699_1284845_226_849_PFAM peptidase S1 and S6_ chymotrypsin Hap,0.908560296,1.12624788,0,1.032280115
Ga0401699_1285786_431_757_acid synthetase,0,0,0.873580465,0
Ga0401699_0037170_1177_3207_protease,0,9.009983044,0,64.00136716
Ga0401699_1287891_1_849_Glycosyltransferase family 28 C-terminal domain,0,0,0,2.064560231
Ga0401699_1290961_16_849_TIGRFAM polymorphic outer membrane protein,0,1.12624788,0.873580465,2.064560231
Ga0401699_1294676_1_507_Domain of unknown function DUF5077,6.359922075,3.378743641,3.494321859,5.161400577
Ga0401699_1295568_1_558_Las17-binding protein actin regulator,0,0,0,18.58104208
Ga0401699_1296206_3_845_Psort location OuterMembrane_ score 10.00,3.634241186,7.883735163,8.735804647,9.290521039
Ga0401699_1298259_2_844_glycosyl transferase_ family 51,3.634241186,2.252495761,0,2.064560231
Ga0401699_1309765_1_555_PFAM cell wall hydrolase autolysin,0,0,0,0
Ga0401699_1310262_3_842_Peptidoglycan binding domain protein,1.817120593,3.378743641,7.862224183,1.032280115
Ga0401699_1311077_519_842_COGs COG2148 Sugar transferase involved in lipopolysaccharide synthesis,0,0,0,0
Ga0401699_1312919_2_823_IPT/TIG domain,8.177042668,3.378743641,0,0
Ga0401699_1314583_50_841_OprF membrane domain,0.908560296,0,0,3.096840346
Ga0401699_1314892_113_676_major outer membrane lipoprotein,4.542801482,4.504991522,2.620741394,3.096840346
Ga0401699_1318483_2_838_Secreted and surface protein,1.817120593,0,1.747160929,0
Ga0401699_1322732_283_837_Opacity protein,6.359922075,16.89371821,13.10370697,8.258240924
Ga0401699_0038407_404_1582_PFAM Carbohydrate-selective porin OprB,6.359922075,3.378743641,9.609385112,6.193680693
Ga0401699_1329642_350_727_Domain of unknown function DUF4124,8.177042668,1.12624788,6.115063253,10.32280115
Ga0401699_0038823_681_2375_lipid-A-disaccharide synthase activity,4.542801482,4.504991522,5.241482788,6.193680693
Ga0401699_1339692_2_799_hydrolase_ family 25,0,2.252495761,0,0
Ga0401699_0001487_11788_12684_PFAM Substrate binding domain of ABC-type glycine betaine transport system osmoprotectant binding protein,0.908560296,0,2.620741394,1.032280115
Ga0401699_0039061_3004_3801_UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity,0.908560296,2.252495761,2.620741394,5.161400577
Ga0401699_1349291_3_827_COG2943 Membrane glycosyltransferase,0.908560296,0,0.873580465,1.032280115
Ga0401699_1360575_2_823_COG NOG06228 non supervised orthologous group,0,1.12624788,1.747160929,0
Ga0401699_0039795_1455_4058_enzyme of poly-gamma-glutamate biosynthesis Capsule formation,11.81128385,10.13623092,8.735804647,6.193680693
Ga0401699_1364961_184_822_PFAM Polysaccharide export protein,5.451361778,3.378743641,5.241482788,2.064560231
Ga0401699_0039865_2009_3007_COG1087 UDP-glucose 4-epimerase,2.725680889,2.252495761,2.620741394,1.032280115
Ga0401699_0040000_3871_4170_Mandelate racemase muconate lactonizing enzyme family protein,0,0,0,0
Ga0401699_0040050_3629_4111_PFAM Lipocalin-related protein and Bos Can Equ allergen,0,4.504991522,0.873580465,0
Ga0401699_1372421_1_750_Glycosyl transferase family 9,0,6.757487283,2.620741394,0
Ga0401699_1378690_3_818_PFAM Peptidase family S41,5.451361778,4.504991522,0.873580465,2.064560231
Ga0401699_1379282_463_819_May be involved in cell division,0.908560296,0,0,0
Ga0401699_1381933_155_688_6-phospho 3-hexuloisomerase,0,2.252495761,6.988643718,1.032280115
Ga0401699_1383281_171_818_PFAM Alkaline phosphatase,3.634241186,0,0,0
Ga0401699_1383630_37_753_type I secretion membrane fusion protein,0,0,2.620741394,1.032280115
Ga0401699_1384731_61_753_group 1 family protein,0,7.883735163,8.735804647,1.032280115
Ga0401699_1391908_3_413_glycosyl transferase_ family 39,0.908560296,1.12624788,0,1.032280115
Ga0401699_0000112_31636_32544_tetraacyldisaccharide 4-kinase activity,3.634241186,5.631239402,5.241482788,10.32280115
Ga0401699_1403428_233_784_Choline kinase,0,0,0,1.032280115
Ga0401699_1404208_3_812_COGs COG2885 Outer membrane protein and related peptidoglycan-associated lipoprotein,1.817120593,1.12624788,0.873580465,1.032280115
Ga0401699_1411505_3_797_Kdo2-lipid A biosynthetic process,0,1.12624788,0,0
Ga0401699_0041518_951_2054_Carbohydrate-selective porin_ OprB family,7.268482371,7.883735163,10.48296558,2.064560231
Ga0401699_1414880_13_744_Nucleoside-specific channel-forming protein_ Tsx,0,2.252495761,9.609385112,0
Ga0401699_1415870_1_807_TIGRFAM RND efflux system_ outer membrane lipoprotein_ NodT,1.817120593,0,0,1.032280115
Ga0401699_1423302_28_300_Hydrolyzes the bond between N-acetylmuramic acid and amino acid residues in peptidoglycan,0,0,0,0
Ga0401699_0042329_1_3849_hydrolase family 81,22.71400741,18.01996609,16.59802883,22.71016254
Ga0401699_1438830_385_801_COG NOG19097 non supervised orthologous group,0.908560296,1.12624788,0.873580465,0
Ga0401699_1454980_514_795_PFAM Oligosaccharide biosynthesis protein Alg14 like,0,0,0,0
Ga0401699_1457505_112_591_COG0707 UDP-N-acetylglucosamine LPS N-acetylglucosamine transferase,1.817120593,0,0,0
Ga0401699_1458982_419_793_S-adenosyl-l-methionine hydroxide adenosyltransferase,0,0,1.747160929,0
Ga0401699_1466230_10_792_YD repeat two copies,0.908560296,0,6.115063253,0
Ga0401699_1466667_185_793_pfam nlp p60,1.817120593,0,3.494321859,3.096840346
Ga0401699_1470396_3_791_Salmonella virulence plasmid 28.1kDa A protein,0.908560296,0,1.747160929,3.096840346
Ga0401699_1471820_3_791_cell wall anchor domain,0,3.378743641,1.747160929,4.129120462
Ga0401699_1473036_56_652_Host cell surface-exposed lipoprotein,0,2.252495761,0,2.064560231
Ga0401699_0043829_2567_3343_peptidylprolyl isomerase_ FKBP-type,29.07392949,83.34234315,41.93186231,65.03364727
Ga0401699_1480982_100_789_Glycosyl hydrolase family 46,1.817120593,1.12624788,0,1.032280115
Ga0401699_0043929_25_660_glycosyl transferase family 39,0,1.12624788,6.115063253,3.096840346
Ga0401699_1482365_2_241_PFAM NLP P60 protein,0.908560296,0,0,0
Ga0401699_1483216_42_557_Catalyzes the conversion of GlcNAc-PP-undecaprenol into ManNAc-GlcNAc-PP-undecaprenol_ the first committed lipid intermediate in the de novo synthesis of teichoic acid,0,0,0.873580465,0
Ga0401699_1495785_3_770_Rhs Family,0,0,2.620741394,0
Ga0401699_1497712_2_694_PFAM glycosyl transferase family 39,0.908560296,1.12624788,0,3.096840346
Ga0401699_1498792_3_782_PFAM Glycosyl transferase_ family 4_ conserved region,0,1.12624788,0,1.032280115
Ga0401699_1504008_214_780_Exostosin family,0,0,1.747160929,0
Ga0401699_1505635_3_668_Arylsulfatase,2.725680889,0,0.873580465,0
Ga0401699_1507653_51_536_Protein of unknown function DUF3015,1.817120593,0,1.747160929,2.064560231
Ga0401699_0001651_13361_14494_PFAM Mandelate racemase muconate lactonizing enzyme,0,0,0,1.032280115
Ga0401699_1517299_35_778_Spondin_N,0,0,0,0
Ga0401699_0045242_2516_3733_tellurium resistance protein,3.634241186,12.38872668,6.988643718,11.35508127
Ga0401699_1534693_2_772_secreted trypsin-like serine protease,0.908560296,0,1.747160929,2.064560231
Ga0401699_1539519_1_768_Insecticidal toxin complex,0.908560296,3.378743641,0,0
Ga0401699_1544804_10_516_COG3764 Sortase surface protein transpeptidase,0.908560296,3.378743641,0.873580465,3.096840346
Ga0401699_0046276_2542_3174_Tol-Pal system TolA,3.634241186,9.009983044,6.115063253,1.032280115
Ga0401699_1549994_199_768_UDP-glucose 4-epimerase activity,0.908560296,2.252495761,0,2.064560231
Ga0401699_0046582_1_972_probably involved in cell wall biogenesis,0.908560296,1.12624788,1.747160929,2.064560231
Ga0401699_1559165_214_420_PFAM Peptidase M1_ membrane alanine aminopeptidase_ N-terminal,0,2.252495761,0,0
Ga0401699_1567408_72_764_family 18,4.542801482,9.009983044,0,2.064560231
Ga0401699_1569076_31_759_PFAM Porin,0.908560296,0,8.735804647,5.161400577
Ga0401699_1573021_1_762_Cadherin-like,0,0,1.747160929,5.161400577
Ga0401699_0047289_3323_3841_lipocalin,0,1.12624788,6.988643718,3.096840346
Ga0401699_0047447_415_1512_carbohydrate metabolic process,1.817120593,4.504991522,7.862224183,19.61332219
Ga0401699_1597017_58_756_Peptidase family S58,0.908560296,0,2.620741394,3.096840346
Ga0401699_1606226_1_729_RHS repeat-associated core domain protein,0,2.252495761,0,0
Ga0401699_1614779_2_181_Domain of unknown function DUF4920,0,2.252495761,1.747160929,0
Ga0401699_1617392_2_742_PFAM glycogen synthase,0.908560296,2.252495761,2.620741394,0
Ga0401699_1623985_1_498_Capsule polysaccharide export,5.451361778,2.252495761,0,4.129120462
Ga0401699_1624510_207_719_17 kDa surface antigen,2.725680889,5.631239402,4.367902324,0
Ga0401699_0001755_390_1709_Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,0.908560296,3.378743641,5.241482788,2.064560231
Ga0401699_1633549_49_747_COG NOG19089 non supervised orthologous group,49.9708163,43.92366734,39.31112091,36.12980404
Ga0401699_1634592_1_747_NlpC P60 family protein,0,1.12624788,3.494321859,1.032280115
Ga0401699_1638034_1_747_protein containing caspase domain,0,2.252495761,2.620741394,0
Ga0401699_1638328_192_746_cell wall binding repeat 2-containing protein,0,1.12624788,0,2.064560231
Ga0401699_1638484_1_351_UDP-galactopyranose mutase activity,0,0,0,0
Ga0401699_1640106_3_233_Mandelate racemase muconate lactonizing enzyme_ C-terminal domain,0,7.883735163,1.747160929,3.096840346
Ga0401699_1643017_59_730_lipopolysaccharide heptosyltransferase I,0.908560296,3.378743641,0,0
Ga0401699_1652600_4_432_COG2230 Cyclopropane fatty acid synthase and related,0,2.252495761,0,3.096840346
Ga0401699_1653580_1_741_PFAM CDP-glycerol polyglycerophosphate glycerophosphotransferase,2.725680889,0,1.747160929,0
Ga0401699_1666783_2_739_Alpha-2-Macroglobulin,0.908560296,0,1.747160929,0
Ga0401699_1669422_3_740_Uncharacterised protein family UPF0052,0.908560296,3.378743641,3.494321859,3.096840346
Ga0401699_1686331_29_736_COG NOG06397 non supervised orthologous group,3.634241186,0,1.747160929,0
Ga0401699_0001830_3728_4168_FKBP-type peptidyl-prolyl cis-trans,0.908560296,4.504991522,3.494321859,4.129120462
Ga0401699_1697652_10_732_Von Willebrand factor type A,6.359922075,0,0.873580465,1.032280115
Ga0401699_1699741_133_732_PFAM Peptidoglycan-binding LysM,0,0,1.747160929,0
Ga0401699_1700085_114_482_Lipid A biosynthesis KDO2-Lauroyl-lipid IVA acyltransferase,0,0,4.367902324,0
Ga0401699_1709441_244_729_5-nucleotidase_ lipoprotein eP4,0,2.252495761,1.747160929,1.032280115
Ga0401699_1710363_1_729_Ig domain protein group 2 domain protein,0,2.252495761,0,0
Ga0401699_1710640_494_730_Ecdysteroid kinase,0,0,0,0
Ga0401699_1713898_2_640_3-deoxy-8-phosphooctulonate synthase activity,0.908560296,7.883735163,7.862224183,6.193680693
Ga0401699_1715269_3_728_FOG TPR repeat SEL1 subfamily,0,3.378743641,0,0
Ga0401699_0052626_3421_3720_extracellular polysaccharide metabolic process,0,0,0,0
Ga0401699_1733652_2_655_Protein of unknown function DUF3313,0,1.12624788,1.747160929,3.096840346
Ga0401699_1736815_3_722_Pfam Family of,0,3.378743641,3.494321859,1.032280115
Ga0401699_1758492_2_298_MucB/RseB N-terminal domain,0,3.378743641,0,0
Ga0401699_1759243_147_584_phosphatidate Cytidylyltransferase,0,0,0.873580465,2.064560231
Ga0401699_1769165_298_717_PFAM Mandelate racemase muconate lactonizing enzyme_ N-terminal domain protein,1.817120593,0,0.873580465,1.032280115
Ga0401699_0054367_3302_3640_Membrane proteins related to metalloendopeptidases,0,0,5.241482788,0
Ga0401699_1786532_1_711_MBOAT family,0.908560296,1.12624788,1.747160929,1.032280115
Ga0401699_1788905_42_560_Type IV secretory system_ conjugal DNA-protein transfer,0,1.12624788,2.620741394,4.129120462
Ga0401699_1796165_1_660_Glycosyltransferase involved in LPS biosynthesis,0.908560296,6.757487283,0.873580465,2.064560231
Ga0401699_0055304_3_1796_hydrolase family 30,0.908560296,3.378743641,4.367902324,8.258240924
Ga0401699_1809212_1_708_Spore coat protein,1.817120593,2.252495761,0.873580465,1.032280115
Ga0401699_1810869_366_707_Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate,0,0,0,0
Ga0401699_1811630_198_563_COGs COG0859 ADP-heptose LPS heptosyltransferase,0,3.378743641,0,2.064560231
Ga0401699_1823356_240_704_Monogalactosyldiacylglycerol MGDG synthase,0,0,0,0
Ga0401699_1828923_3_704_Fibrinogen beta and gamma chains_ C-terminal globular domain,0,1.12624788,0.873580465,0
Ga0401699_1834368_417_701_Glycosyltransferase group 2 family protein,0,0,0,0
Ga0401699_1857497_47_523_N-acetylneuraminic acid synthase,2.725680889,2.252495761,0,1.032280115
Ga0401699_0057402_191_1150_PpiC-type peptidyl-prolyl cis-trans isomerase,0.908560296,4.504991522,1.747160929,4.129120462
Ga0401699_1878687_299_694_Cell wall-associated hydrolase invasion-associated protein,2.725680889,0,0,0
Ga0401699_1881437_300_686_hmm pf03279,6.359922075,6.757487283,2.620741394,2.064560231
Ga0401699_0058260_1744_2427_PFAM LysM domain,7.268482371,7.883735163,1.747160929,2.064560231
Ga0401699_0058736_2979_3548_Glycosyl transferase_ group 2 family,0,1.12624788,3.494321859,1.032280115
Ga0401699_1911980_6_131_Could be involved in insertion of integral membrane proteins into the membrane,0,0,0,0
Ga0401699_1912300_68_688_Outer membrane lipoprotein LolB,0,3.378743641,0,0
Ga0401699_1928253_56_667_OmpW family,1.817120593,9.009983044,20.09235069,16.51648185
Ga0401699_1940908_3_515_Rod shape-determining protein MreD,0.908560296,0,0,0
Ga0401699_1944283_11_682_NMT1-like family,0,2.252495761,0.873580465,0
Ga0401699_1945767_3_656_Mandelate racemase muconate,0.908560296,4.504991522,3.494321859,0
Ga0401699_1946903_1_681_beta-Ig-H3 fasciclin,0.908560296,0,1.747160929,1.032280115
Ga0401699_1963734_12_236_Polysaccharide biosynthesis protein CapD,0,0,0,0
Ga0401699_1965851_79_675_UDPglucose 4-epimerase,0,0,1.747160929,0
Ga0401699_1974813_15_674_Mur ligase_ middle domain,0,0,0,0
Ga0401699_1981195_1_513_N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA,3.634241186,0,0,2.064560231
Ga0401699_1999062_1_669_CytoplasmicMembrane_ score 9.99,2.725680889,2.252495761,0.873580465,1.032280115
Ga0401699_2003535_1_285_Cyclopropane fatty acid synthase and related,0,1.12624788,0,2.064560231
Ga0401699_2012431_1_504_Catalyzes the transfer of a N-acetyl-glucosamine moiety to 1D-myo-inositol 3-phosphate to produce 1D-myo-inositol 2- acetamido-2-deoxy-glucopyranoside 3-phosphate in the mycothiol biosynthesis pathway,0,0,1.747160929,1.032280115
Ga0401699_2015791_3_668_Cna protein B-type domain,0,0,0.873580465,1.032280115
Ga0401699_2020468_1_381_secretion protein HlyD family,6.359922075,0,2.620741394,1.032280115
Ga0401699_2024504_96_665_COG3823 Glutamine cyclotransferase,1.817120593,3.378743641,0,1.032280115
Ga0401699_2026830_37_666_Polysaccharide export protein,0,0,0,2.064560231
Ga0401699_2030517_302_664_group 2 family protein,1.817120593,0,0.873580465,1.032280115
Ga0401699_2052737_2_226_glucosamine-fructose-6-phosphate aminotransferase,1.817120593,0,0,0
Ga0401699_2055662_488_661_TIGRFAM KpsF GutQ family protein,0,2.252495761,0,0
Ga0401699_0064607_2_1054_sucrose-phosphate phosphatase,2.725680889,1.12624788,1.747160929,3.096840346
Ga0401699_2074107_2_640_DoxX,0,0,0,1.032280115
Ga0401699_0064990_2517_3374_Core-2/I-Branching enzyme,0,12.38872668,2.620741394,0
Ga0401699_2087693_454_654_PFAM UDP-3-O- 3-hydroxymyristoyl glucosamine N-acyltransferase_ LpxD,0,0,0,2.064560231
Ga0401699_2089119_50_655_Membrane bound O-acyl transferase_ MBOAT family protein,0,0,0,1.032280115
Ga0401699_2091438_1_654_Dolichol monophosphate mannose synthase,1.817120593,0,0,1.032280115
Ga0401699_2108040_1_624_carbon-oxygen lyase activity_ acting on polysaccharides,0,1.12624788,0,11.35508127
Ga0401699_2112868_104_592_NAD dependent epimerase/dehydratase family,2.725680889,0,0,0
Ga0401699_2115500_96_455_lipopolysaccharide N-acetylmannosaminouronosyltransferase activity,2.725680889,0,0,0
Ga0401699_0067087_427_1698_O-antigen,0.908560296,9.009983044,6.115063253,9.290521039
Ga0401699_2147836_66_356_PFAM YkuD domain,0.908560296,0,0,0
Ga0401699_2173120_3_641_PAN domain,2.725680889,1.12624788,0.873580465,0
Ga0401699_2181977_130_639_TIGRFAM L-rhamnose catabolism isomerase_ Pseudomonas stutzeri subtype,0,1.12624788,0.873580465,1.032280115
Ga0401699_2194459_1_564_surface antigen variable number repeat protein,0,0,0,0
Ga0401699_2201218_20_637_dolichyl-phosphate-mannose-protein mannosyltransferase,0,0,0,0
Ga0401699_2214229_1_219_effector of murein hydrolase,0.908560296,0,0,0
Ga0401699_2220177_4_633_Phospho-N-acetylmuramoyl-pentapeptide-transferase signature 1,2.725680889,0,1.747160929,3.096840346
Ga0401699_0070832_2571_3254_TIGRFAM L-rhamnose catabolism isomerase,6.359922075,16.89371821,3.494321859,6.193680693
Ga0401699_2240013_1_609_TIGRFAM lytic murein transglycosylase,2.725680889,4.504991522,5.241482788,1.032280115
Ga0401699_0002388_10106_11425_Protein of unknown function DUF58,41.79377364,32.66118853,53.28840835,49.54944554
Ga0401699_2247257_467_628_MltA specific insert domain protein,0,0,0.873580465,0
Ga0401699_2255604_3_398_Catalyzes the transfer of palmitoleate from palmitoleoyl-acyl carrier protein ACP to Kdo2-lipid IVA to form Kdo2-palmitoleoyl-lipid IVA,1.817120593,0,0,0
