query_name	Preferred_name	KEGG_ko	eggNOG.free.text.desc.	2.5nM_DFB_A	2.5nM_DFB_B	2.5nM_Fe_A	2.5nM_Fe_B
Ga0401699_0161525_983_2146	cob	ko:K00412	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis	28.01420961	42.06515903	0	0.859917978
Ga0401699_0161693_289_2250				8.489154426	5.392969106	0.715302977	0.859917978
Ga0401699_0161718_74_1282	icmP	ko:K07231	Imelysin	207.9842834	280.4343935	7.153029769	14.61860562
Ga0401699_0162138_152_2269		ko:K04371	"Serine/Threonine protein kinases, catalytic domain"	11.8848162	16.17890732	0	0
Ga0401699_0162456_137_2107	DNAI1	"ko:K10409,ko:K11143"	dynein heavy chain binding	0.848915443	4.314375285	0	0
Ga0401699_0164096_1_2286		ko:K04851	membrane depolarization during action potential	28.01420961	11.86453203	3.576514884	6.019425843
Ga0401699_0164814_506_2251	TPP1	ko:K01279	tripeptidyl-peptidase activity	5.093492656	19.41468878	0.715302977	0
Ga0401699_0165170_236_2233	HSPA5	"ko:K03283,ko:K09490"	Belongs to the heat shock protein 70 family	90.83395236	46.37953431	2.145908931	6.019425843
Ga0401699_0165453_106_1344		ko:K00006	Glycerol-3-phosphate dehydrogenase. Source PGD	46.69034934	32.35781464	4.291817861	0.859917978
Ga0401699_0167321_363_1427	chlI	ko:K03405	Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX	13.58264708	30.20062699	106.5801436	119.5285989
Ga0401699_0167561_1276_1470				120.5459929	410.9442459	175.2492293	185.7422832
Ga0401699_0167656_106_2265			EGF domain	30.56095593	21.57187642	0	0
Ga0401699_0167890_2_2179		"ko:K04608,ko:K04612,ko:K04615,ko:K05857,ko:K20305"	G-protein coupled GABA receptor activity	65.36648908	35.5935961	0.715302977	0
Ga0401699_0168784_71_835	phoH	ko:K06217	PFAM PhoH family protein	22.07180151	37.75078374	138.7687775	136.7269584
Ga0401699_0169769_105_2252			PFAM Pentapeptide repeats (8 copies)	341.2640079	209.2472013	1.430605954	5.159507865
Ga0401699_0170250_436_2142			regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	7.640238984	10.78593821	1.430605954	0
Ga0401699_0170856_39_2192		ko:K01279	tripeptidyl-peptidase activity	16.97830885	23.72906407	0	0
Ga0401699_0171089_309_2171	HSPA5	"ko:K03283,ko:K09490"	ATP binding	7.640238984	45.30094049	0	0
Ga0401699_0171345_2_2128	CDC48	ko:K13525	ATP binding	9.338069869	11.86453203	0.715302977	0
Ga0401699_0171802_42_2198				167.2363422	74.42297367	5.007120838	2.579753933
Ga0401699_0172211_7_2241		"ko:K05996,ko:K06987,ko:K13277"	"Thermolysin metallopeptidase, catalytic domain"	39.8990258	11.86453203	0.715302977	3.43967191
Ga0401699_0172222_1_2133		ko:K13277	FG-GAP repeat	22.92071695	19.41468878	0	0
Ga0401699_0173952_355_825	atpG	ko:K02109	"ATP synthase subunit b', chloroplastic"	39.05011036	19.41468878	87.98226616	120.3885169
Ga0401699_0173952_889_1431	atpF	ko:K02109	"ATP synthase subunit b', chloroplastic"	55.17950377	55.00828488	148.7830192	189.1819551
Ga0401699_0174161_26_2164		ko:K16090	TonB dependent receptor	74.70455895	49.61531578	0.715302977	3.43967191
Ga0401699_0174259_454_2229			EF-hand domain	6.791323541	69.03000456	0	0
Ga0401699_0174494_3_2045				36.50336403	31.27922082	0	0
Ga0401699_0174632_1_429	isiB	ko:K03839	Low-potential electron donor to a number of redox enzymes	33.10770226	36.67218992	0	0
Ga0401699_0175057_73_2151		ko:K17086	Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family	18.67613974	32.35781464	83.6904483	79.97237192
Ga0401699_0175230_1_2088				6.791323541	3.235781464	84.40575127	61.05417641
Ga0401699_0175463_201_2222			Allinase	12.73373164	7.550156749	10.01424168	3.43967191
Ga0401699_0176017_105_2102	nad5	ko:K03883	"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"	145.1645407	210.3257951	9.2989387	2.579753933
Ga0401699_0176257_149_2218			Domain of unknown function (DUF305)	258.0702946	127.2740709	0	4.299589888
Ga0401699_0176949_67_294		ko:K02128	ATP synthesis coupled proton transport	46.69034934	66.87281692	140.1993835	164.2443337
Ga0401699_0177617_124_2022			Source PGD	22.07180151	3.235781464	0	0
Ga0401699_0178283_55_2208				19.52505518	4.314375285	0	0
Ga0401699_0179123_1126_1542	MRPL16	"ko:K02874,ko:K02878,ko:K10756"	rRNA binding	13.58264708	16.17890732	151.6442311	125.5480247
Ga0401699_0179123_618_872	rps17	ko:K02961	rRNA binding	5.942408098	6.471562927	72.24560067	62.77401236
Ga0401699_0179489_525_2177			Peptidase family C69	5.942408098	5.392969106	0	0
Ga0401699_0180241_23_976	petA	ko:K02634	photosynthesis	6.791323541	2.157187642	75.10681257	33.53680113
Ga0401699_0180304_840_1274			Integral membrane protein CcmA involved in cell shape determination	22.07180151	23.72906407	57.22423815	58.47442248
Ga0401699_0180316_2_2191				108.6611767	36.67218992	0	0
Ga0401699_0180536_3_2021		ko:K01507	Inorganic H+ pyrophosphatase	27.16529416	20.4932826	0	2.579753933
Ga0401699_0181482_297_2126			Domain of unknown function (DUF305)	631.5930893	374.272056	5.007120838	4.299589888
Ga0401699_0181941_3_1943			"Zinc-binding domain, present in Dystrophin, CREB-binding protein."	32.25878682	34.51500228	36.48045182	66.21368427
Ga0401699_0183112_569_745	ctaD	ko:K02274	Cytochrome C and Quinol oxidase polypeptide I	34.80553315	48.53672196	11.44484763	6.019425843
Ga0401699_0183969_3_2180			EF-hand domain	38.20119492	100.3092254	2.145908931	0
Ga0401699_0184110_1342_1833	psbV	ko:K02720	Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II	50.93492656	64.71562927	149.4983222	67.93352023
Ga0401699_0184160_2_2092			U4 snRNA binding	5.093492656	6.471562927	0	0
Ga0401699_0184167_51_1841		ko:K02133	ATP synthase subunit beta	53.48167289	56.0868787	5.722423815	0.859917978
Ga0401699_0184940_77_2113			calcium- and calmodulin-responsive adenylate cyclase activity	98.47419134	69.03000456	24.32030121	14.61860562
Ga0401699_0185637_99_2114		ko:K09490	Belongs to the heat shock protein 70 family	138.3732171	99.23063155	1.430605954	0.859917978
Ga0401699_0185900_735_2063		ko:K07375	Beta-tubulin. Source PGD	184.214651	193.068294	23.60499824	16.33844157
Ga0401699_0186778_1519_1866	psbW	ko:K08903	photosynthesis	6.791323541	12.94312585	69.38438876	86.85171574
Ga0401699_0186778_393_1016	rps4	ko:K02986	positive regulation of translational fidelity	22.07180151	32.35781464	154.505443	171.9835955
Ga0401699_0187017_35_2164	HYOU1	"ko:K09486,ko:K09489"	Hsp70. Source PGD	16.12939341	11.86453203	0	0
Ga0401699_0188052_1141_1716	ftn	ko:K02217	Iron-storage protein	14.43156252	39.90797139	50.07120838	123.8281888
Ga0401699_0188933_213_2156				21.22288607	34.51500228	2.145908931	0
Ga0401699_0189476_373_2097	TPP1	ko:K01279	tripeptidyl-peptidase activity	26.31637872	15.1003135	0	0
Ga0401699_0190006_1517_2014			Belongs to the OprB family	1944.865279	1651.32714	368.3810331	550.3475057
Ga0401699_0190098_22_2148				58.57516554	43.14375285	2.145908931	0
Ga0401699_0190198_1054_2073		"ko:K01363,ko:K01365,ko:K01371,ko:K08568,ko:K16290"	Belongs to the peptidase C1 family	21.22288607	20.4932826	3.576514884	3.43967191
Ga0401699_0190733_8_1999			Large eukaryotic DNA virus major capsid protein	48.38818023	24.80765789	0.715302977	4.299589888
Ga0401699_0190806_24_2015				11.03590075	3.235781464	0	0
Ga0401699_0192108_78_1898		ko:K03283	ATP binding	31.40987138	39.90797139	0	0.859917978
Ga0401699_0192303_52_1710	TM9SF3	"ko:K02639,ko:K17087"	secretion of lysosomal enzymes	7.640238984	12.94312585	0	0
Ga0401699_0192453_3_2096				63.6686582	30.20062699	0	0
Ga0401699_0192701_655_1347		ko:K03883	Proton-conducting membrane transporter	22.07180151	7.550156749	0	0
Ga0401699_0192727_17_2137				73.00672807	36.67218992	0.715302977	0.859917978
Ga0401699_0193208_1_945	sdhC	ko:K00241	"TIGRFAM succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family"	55.17950377	32.35781464	7.868332746	11.17893371
Ga0401699_0193243_58_2073	nad5	ko:K03883	"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"	43.29468757	36.67218992	0	0
Ga0401699_0193362_168_2135				0	0	0	0
Ga0401699_0193832_2_1534		"ko:K03932,ko:K13277"	Integrin alpha (beta-propellor repeats).	34.80553315	6.471562927	0	0
Ga0401699_0195520_1_2010				201.1929599	264.2554862	19.31318038	6.879343821
Ga0401699_0196643_1148_1990		"ko:K03932,ko:K13277"	Integrin alpha (beta-propellor repeats).	57.7262501	55.00828488	4.291817861	2.579753933
Ga0401699_0196899_258_1811		"ko:K10080,ko:K10082"	carbohydrate binding	11.03590075	8.62875057	0	1.719835955
Ga0401699_0197148_106_2094	HSPA5	ko:K09490	negative regulation of IRE1-mediated unfolded protein response	57.7262501	56.0868787	9.2989387	7.739261798
Ga0401699_0198124_997_2088		ko:K08908	Chlorophyll A-B binding protein	5.942408098	12.94312585	0	0
Ga0401699_0198612_991_2109	lztr1	"ko:K12115,ko:K12116,ko:K12117"	Kelch	16.97830885	8.62875057	0.715302977	0
Ga0401699_0200435_588_1271	rps2	"ko:K02108,ko:K02967,ko:K03046"	Ribosomal protein S2	6.791323541	3.235781464	52.21711731	61.91409439
Ga0401699_0200808_37_2040	CYP51	ko:K05917	sterol 14-demethylase activity	2.546746328	8.62875057	0	0
Ga0401699_0200875_124_2100	psbB	ko:K02704	photosynthetic electron transport in photosystem II	15.28047797	12.94312585	2.145908931	0.859917978
Ga0401699_0200920_71_1921	VHA-A	ko:K02145	"proton-transporting ATPase activity, rotational mechanism"	12.73373164	11.86453203	0.715302977	0.859917978
Ga0401699_0201847_308_1999		ko:K07243		152.8047797	59.32266017	2.145908931	0
Ga0401699_0201900_1302_1724		ko:K13993	Hsp20/alpha crystallin family	826.8436411	647.1562927	373.3881539	222.7187562
Ga0401699_0201969_71_2095			Uncharacterized protein family UPF0016	15.28047797	16.17890732	0	0
Ga0401699_0202150_1446_1799	nad4	ko:K03881	Proton-conducting membrane transporter	0.848915443	6.471562927	0.715302977	0.859917978
Ga0401699_0202458_465_902	PSAL	ko:K02699	photosynthesis	9.338069869	36.67218992	58.65484411	30.95704719
Ga0401699_0202844_24_2027	HSPA5	"ko:K03283,ko:K09490"	Belongs to the heat shock protein 70 family	66.21540452	56.0868787	0.715302977	0.859917978
Ga0401699_0203017_1_2001				106.1144303	70.10859838	9.2989387	10.31901573
Ga0401699_0203228_2_2089				134.1286399	154.2389164	15.73666549	36.97647304
Ga0401699_0204261_1_2073	VCP	ko:K13525	ATP binding	19.52505518	26.96484553	72.24560067	182.3026112
Ga0401699_0204623_70_2061			Spondin_N	11.8848162	9.707344391	0	0
Ga0401699_0204942_206_1468	TUA2	ko:K07374	"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the"	5.093492656	53.92969106	57.22423815	595.9231585
Ga0401699_0205981_1608_1910	ycf66		Ycf66 protein N-terminus	10.18698531	35.5935961	130.1851418	130.7075326
Ga0401699_0205981_700_1182	CYTB	"ko:K00412,ko:K02637"	"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions"	14.43156252	46.37953431	63.66196494	71.37319214
Ga0401699_0206216_3_2072		"ko:K16506,ko:K16507,ko:K16669"	negative regulation of phosphatase activity	28.86312505	35.5935961	3.576514884	3.43967191
Ga0401699_0208328_18_1991				21.22288607	10.78593821	0	0
Ga0401699_0208858_2_2050		ko:K13912	scavenger receptor activity	24.61854784	32.35781464	6.437726792	5.159507865
Ga0401699_0208945_1_2001			GTPase activator activity	5.942408098	14.02171968	0	0
Ga0401699_0209858_51_1688		"ko:K01179,ko:K01218"	CBD_II	22.07180151	19.41468878	1.430605954	0
Ga0401699_0209868_29_2059				24.61854784	14.02171968	0	0
Ga0401699_0212568_117_1271	cob	ko:K00412	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis	42.44577213	35.5935961	10.72954465	8.599179776
Ga0401699_0213244_1_2046			zinc ion binding	39.8990258	28.04343935	0	0
Ga0401699_0213786_788_994	psbA	ko:K02703	Photosynthetic reaction centre protein	964.3679428	824.0456794	2438.467848	3251.349873
Ga0401699_0213999_51_1736		"ko:K07198,ko:K08796,ko:K12761"	protein serine/threonine kinase activity	0	0	0	0
Ga0401699_0215806_215_1696		ko:K03231	regulation of response to stimulus	98.47419134	70.10859838	2.861211908	3.43967191
Ga0401699_0216831_3_1853	CTSZ	"ko:K01275,ko:K01363,ko:K01365,ko:K01366,ko:K08568,ko:K16290"	Belongs to the peptidase C1 family	464.3567471	506.939096	299.7119473	324.1890775
Ga0401699_0217676_382_1938	CORO2A	"ko:K13882,ko:K13886,ko:K13887"	Domain of unknown function (DUF1899)	4.244577213	10.78593821	0	0
Ga0401699_0217883_1_1962			"EF-hand, calcium binding motif"	207.135368	121.8811018	15.02136251	27.51737528
Ga0401699_0218186_14_1855	feoB	ko:K04759	transporter of a GTP-driven Fe(2 ) uptake system	88.28720603	93.83766245	2.145908931	4.299589888
Ga0401699_0218348_374_1891				39.05011036	35.5935961	52.21711731	73.09302809
Ga0401699_0218494_1683_2024			Belongs to the OprB family	77.25130528	56.0868787	4.291817861	2.579753933
Ga0401699_0219492_1103_1930	rpl2	"ko:K02886,ko:K02965"	structural constituent of ribosome	11.8848162	9.707344391	99.42711379	128.1277787
Ga0401699_0219492_786_1064	rps19	"ko:K02886,ko:K02965"	structural constituent of ribosome	5.942408098	5.392969106	60.80075304	55.03475057
Ga0401699_0219749_32_1690				13.58264708	16.17890732	0	0
Ga0401699_0220390_389_1783		"ko:K01363,ko:K01365,ko:K01366,ko:K08568"	"transferase activity, transferring glycosyl groups"	78.10022072	42.06515903	0	2.579753933
Ga0401699_0221009_3_2006	HSPA5	"ko:K03283,ko:K09490"	Belongs to the heat shock protein 70 family	21.22288607	8.62875057	0	0
Ga0401699_0221309_88_1785			regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	1.697830885	6.471562927	0	0
Ga0401699_0222273_54_473	rbcS	ko:K01602	ribulose-bisphosphate carboxylase activity	463.5078317	526.3537848	497.8508719	677.6153663
Ga0401699_0223086_222_878				47.53926479	31.27922082	0	0
Ga0401699_0223234_222_1988			"Asparaginase, N-terminal"	270.8040262	173.6536052	4.291817861	2.579753933
Ga0401699_0223463_3_1781				62.81974275	28.04343935	2.145908931	2.579753933
Ga0401699_0225165_511_1806		"ko:K00415,ko:K01412"	Insulinase (Peptidase family M16)	3.39566177	4.314375285	0	0
Ga0401699_0225864_361_1839	nad4	ko:K03881	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)	96.77636046	166.1034485	2.145908931	8.599179776
Ga0401699_0226677_22_1728				15.28047797	15.1003135	5.722423815	3.43967191
Ga0401699_0227106_188_1963				32.25878682	17.25750114	0	0.859917978
Ga0401699_0227733_861_1973	atpA	ko:K02111	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	95.07852957	84.13031806	120.8862031	144.4662202
Ga0401699_0228013_985_1692	ALDH7A1	ko:K14085	Aldehyde dehydrogenase family 7 member A1. Source PGD	186.7613974	196.3040755	104.4342346	79.97237192
Ga0401699_0228244_32_1135	pcbA	"ko:K08918,ko:K08920,ko:K08921"	Photosystem II protein	496.6155339	571.6547253	24.32030121	17.19835955
Ga0401699_0229012_1437_1562		ko:K02261	"Cytochrome C oxidase, subunit"	146.8623716	281.5129873	42.20287564	37.83639101
Ga0401699_0229012_52_453			LAGLIDADG endonuclease	33.9566177	33.43640846	13.59075656	9.459097753
Ga0401699_0229012_672_968	cox1	ko:K02256	Cytochrome C and Quinol oxidase polypeptide I	339.566177	661.1780124	75.82211555	40.41614495
Ga0401699_0230119_166_1221	psbD	ko:K02706	photosynthetic electron transport in photosystem II	431.2490449	563.0259747	318.3098247	231.317936
Ga0401699_0230826_220_1878		ko:K09645	"PFAM Peptidase S10, serine carboxypeptidase"	2.546746328	4.314375285	0	0
Ga0401699_0230942_394_1974		ko:K22350	response to antibiotic	7.640238984	11.86453203	1071.523859	140.1666303
Ga0401699_0231055_325_1941		"ko:K01225,ko:K19357"	"cellulose 1,4-beta-cellobiosidase activity"	28.01420961	24.80765789	2.861211908	2.579753933
Ga0401699_0231316_439_1974			Belongs to the OprB family	4.244577213	9.707344391	73.67620662	134.1472045
Ga0401699_0231424_33_1973			Belongs to the OprB family	179.1211584	227.5832963	19.31318038	12.89876966
Ga0401699_0231486_125_1972				164.6895959	42.06515903	0.715302977	1.719835955
Ga0401699_0233575_6_803	fbaB	ko:K01623	Fructose-bisphosphate aldolase class-I	567.0755157	496.1531578	7.868332746	12.89876966
Ga0401699_0233643_55_1863		ko:K01137	sulfuric ester hydrolase activity	0.848915443	1.078593821	0	0
Ga0401699_0234552_1_1596	psbB	ko:K02704	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"	67.91323541	144.531572	187.4093799	166.8240877
Ga0401699_0234552_1778_1909	psbN	ko:K02715	photosynthesis	54.33058833	86.2875057	130.9004448	152.205482
Ga0401699_0234604_858_1961		"ko:K06515,ko:K15377"	Belongs to the CTL (choline transporter-like) family	136.6753863	163.9462608	115.1637793	104.9099933
Ga0401699_0234731_1144_1935			Belongs to the OprB family	28.86312505	14.02171968	0.715302977	0.859917978
