Gene,DFB_A,DFB_B,control,Fe_A,Fe_B
Ga0401699_0223234_222_1988_Asparaginase_ N-terminal,270.8040262,173.6536052,232.0112442,4.291817861,2.579753933
Ga0401699_0223463_3_1781_,62.81974275,28.04343935,25.08229667,2.145908931,2.579753933
Ga0401699_0225165_511_1806_Insulinase Peptidase family M16,3.39566177,4.314375285,14.33274095,0,0
Ga0401699_0225864_361_1839_Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase Complex I that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone By similarity,96.77636046,166.1034485,68.97631583,2.145908931,8.599179776
Ga0401699_0226677_22_1728_,15.28047797,15.1003135,29.56127821,5.722423815,3.43967191
Ga0401699_0227106_188_1963_,32.25878682,17.25750114,36.72764869,0,0.859917978
Ga0401699_0227733_861_1973_Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,95.07852957,84.13031806,42.99822286,120.8862031,144.4662202
Ga0401699_0228013_985_1692_Aldehyde dehydrogenase family 7 member A1. Source PGD,186.7613974,196.3040755,280.3842449,104.4342346,79.97237192
Ga0401699_0228244_32_1135_Photosystem II protein,496.6155339,571.6547253,590.329768,24.32030121,17.19835955
Ga0401699_0229012_1437_1562_Cytochrome C oxidase_ subunit,146.8623716,281.5129873,180.9508545,42.20287564,37.83639101
Ga0401699_0229012_52_453_LAGLIDADG endonuclease,33.9566177,33.43640846,59.12255643,13.59075656,9.459097753
Ga0401699_0229012_672_968_Cytochrome C and Quinol oxidase polypeptide I,339.566177,661.1780124,388.7755983,75.82211555,40.41614495
Ga0401699_0230119_166_1221_photosynthetic electron transport in photosystem II,431.2490449,563.0259747,637.8069724,318.3098247,231.317936
Ga0401699_0230826_220_1878_PFAM Peptidase S10_ serine carboxypeptidase,2.546746328,4.314375285,17.91592619,0,0
Ga0401699_0230942_394_1974_response to antibiotic,7.640238984,11.86453203,4.478981548,1071.523859,140.1666303
Ga0401699_0231055_325_1941_cellulose 1_4-beta-cellobiosidase activity,28.01420961,24.80765789,42.99822286,2.861211908,2.579753933
Ga0401699_0231316_439_1974_Belongs to the OprB family,4.244577213,9.707344391,17.02012988,73.67620662,134.1472045
Ga0401699_0231424_33_1973_Belongs to the OprB family,179.1211584,227.5832963,128.9946686,19.31318038,12.89876966
Ga0401699_0231486_125_1972_,164.6895959,42.06515903,62.70574167,0.715302977,1.719835955
Ga0401699_0233575_6_803_Fructose-bisphosphate aldolase class-I,567.0755157,496.1531578,87.78803833,7.868332746,12.89876966
Ga0401699_0233643_55_1863_sulfuric ester hydrolase activity,0.848915443,1.078593821,13.43694464,0,0
Ga0401699_0234552_1_1596_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,67.91323541,144.531572,51.06038964,187.4093799,166.8240877
Ga0401699_0234552_1778_1909_photosynthesis,54.33058833,86.2875057,27.76968559,130.9004448,152.205482
Ga0401699_0234604_858_1961_Belongs to the CTL choline transporter-like family,136.6753863,163.9462608,246.3439851,115.1637793,104.9099933
Ga0401699_0234731_1144_1935_Belongs to the OprB family,28.86312505,14.02171968,42.99822286,0.715302977,0.859917978
Ga0401699_0234822_13_1389_Belongs to the OprB family,410.0261588,554.3972241,394.1503762,78.68332746,51.59507865
Ga0401699_0235171_801_1493_Binds directly to 23S rRNA. Might be involved in E site tRNA release,14.43156252,14.02171968,4.478981548,55.7936322,51.59507865
Ga0401699_0235512_38_1957_,21.22288607,7.550156749,18.8117225,0,0
Ga0401699_0235750_2_1957_Domain of unknown function DUF305,311.5519674,145.6101659,141.5358169,14.30605954,21.49794944
Ga0401699_0236521_1399_1956_PsaA and PsaB bind P700_ the primary electron donor of photosystem I PSI_ as well as the electron acceptors A0_ A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase_ converting photonic excitation into a charge separation_ which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0_ A1_ FX_ FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6,320.8900373,549.004255,325.1740603,892.6981152,1055.979276
Ga0401699_0236732_58_1455_regulation of response to stimulus,162.1428495,146.6887597,306.3623378,25.75090717,36.97647304
Ga0401699_0237825_100_1542_Domain of unknown function DUF4856,22.07180151,8.62875057,14.33274095,0,0
Ga0401699_0238176_3_1913_ATP binding,39.05011036,23.72906407,22.39490774,1.430605954,1.719835955
Ga0401699_0239177_1_1944_,6.791323541,11.86453203,68.08051952,16.45196847,16.33844157
Ga0401699_0239416_170_1918_DNA-directed 5'-3' RNA polymerase activity,14.43156252,18.33609496,23.29070405,0,0.859917978
Ga0401699_0240132_1_894_,121.3949083,69.03000456,104.8081682,33.61923991,29.23721124
Ga0401699_0240871_19_228_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same active site,82.34479793,66.87281692,50.16459333,205.2919544,170.2637596
Ga0401699_0240881_5_1255_Belongs to the OprB family,381.1630337,531.7467539,378.9218389,19.31318038,23.21778539
Ga0401699_0241266_1_1368_Belongs to the OprB family,28.01420961,66.87281692,8.957963095,95.8505989,124.6881067
Ga0401699_0242130_53_1933_,61.12191187,7.550156749,17.91592619,0,0
Ga0401699_0242681_459_1346_regulation of response to stimulus,71.30889718,45.30094049,77.93427893,25.03560419,12.89876966
Ga0401699_0242820_215_334_photosynthesis,21.22288607,11.86453203,8.957963095,52.93242029,49.01532472
Ga0401699_0242820_399_1814_Uncharacterised protein family,16.12939341,16.17890732,11.64535202,57.22423815,82.55212585
Ga0401699_0243047_2_1696_,24.61854784,26.96484553,31.35287083,0,0
Ga0401699_0243386_121_1605_transporter,28.86312505,51.77250342,99.43339035,538.6231416,460.056118
Ga0401699_0243876_53_1927_,62.81974275,15.1003135,29.56127821,0,0
Ga0401699_0244122_145_1536_phosphotransferase activity_ nitrogenous group as acceptor,35.65444859,35.5935961,51.95618595,5.722423815,0.859917978
Ga0401699_0244755_1_1926_,189.3081437,115.4095389,67.18472321,5.007120838,0.859917978
Ga0401699_0245865_132_1583_Silicon transporter,24.61854784,15.1003135,56.4351675,1.430605954,2.579753933
Ga0401699_0245990_396_1430_Photosystem II protein,246.1854784,225.4261086,168.4097062,25.03560419,27.51737528
Ga0401699_0246766_3_1916_,31.40987138,20.4932826,32.24866714,2.861211908,0
Ga0401699_0248687_68_1372_,76.40238984,59.32266017,20.60331512,0,1.719835955
Ga0401699_0251227_61_1869_TonB dependent receptor,106.1144303,83.05172424,26.87388929,2.145908931,2.579753933
Ga0401699_0253352_3_1850_Chitin-binding domain type 2,112.0568384,43.14375285,47.4772044,0.715302977,0
Ga0401699_0253392_56_1801_Source PGD,302.2138976,244.8407974,378.9218389,32.90393694,16.33844157
Ga0401699_0255821_75_1583_calcium- and calmodulin-responsive adenylate cyclase activity,28.86312505,26.96484553,30.45707452,0.715302977,0
Ga0401699_0256068_144_1844_assists the folding of proteins upon ATP hydrolysis,3.39566177,5.392969106,23.29070405,0.715302977,0
Ga0401699_0256713_85_1872_secretion of lysosomal enzymes,8.489154426,8.62875057,11.64535202,0,0
Ga0401699_0257129_284_775_Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II,28.01420961,43.14375285,18.8117225,144.4912013,85.99179776
Ga0401699_0257129_979_1407_photosynthesis,30.56095593,28.04343935,8.957963095,80.82923639,56.75458652
Ga0401699_0258192_195_1769_,9.338069869,3.235781464,17.91592619,0,0
Ga0401699_0258489_249_1298_Chlorophyllase enzyme,29.71204049,5.392969106,21.49911143,0.715302977,2.579753933
Ga0401699_0258908_125_1810_Silicon transporter,11.8848162,6.471562927,14.33274095,128.7545358,181.4426933
Ga0401699_0259492_137_1315_60S ribosomal protein L3. Source PGD,32.25878682,31.27922082,69.87211214,6.437726792,5.159507865
Ga0401699_0259826_77_1756_unfolded protein binding,13.58264708,9.707344391,25.97809298,0,0
Ga0401699_0260260_32_751_amino acid,44.99251846,33.43640846,40.31083393,0.715302977,0
Ga0401699_0260734_39_1523_sphingolipid metabolic process,33.9566177,42.06515903,59.12255643,2.861211908,3.43967191
Ga0401699_0260824_143_1705_T-complex protein 1 subunit gamma,4.244577213,5.392969106,13.43694464,0,0
Ga0401699_0261130_196_1854_,0,3.235781464,13.43694464,0,0
Ga0401699_0262347_236_1657_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,162.991765,238.3692345,249.031374,746.0610049,573.565291
Ga0401699_0263203_2_1825_,31.40987138,32.35781464,34.04025976,2.861211908,2.579753933
Ga0401699_0263450_1_1329_Belongs to the OprB family,347.206416,244.8407974,169.3055025,14.30605954,14.61860562
Ga0401699_0263479_94_1746_tripeptidyl-peptidase activity,21.22288607,10.78593821,17.02012988,0,0
Ga0401699_0263995_43_1218_,71.30889718,30.20062699,46.58140809,0,0
Ga0401699_0264609_489_1859_Belongs to the OprB family,16.12939341,23.72906407,10.74955571,178.8257442,264.8547371
Ga0401699_0265148_6_1856_Chitin-binding domain type 2,90.83395236,33.43640846,25.08229667,0,0
Ga0401699_0266362_76_1608_Belongs to the peptidase S10 family,4.244577213,4.314375285,12.54114833,0,0
Ga0401699_0268268_54_1691_proton-transporting ATP synthase activity_ rotational mechanism,4.244577213,11.86453203,25.97809298,0.715302977,2.579753933
Ga0401699_0269594_2_1540_heat shock,22.92071695,28.04343935,41.20663024,144.4912013,197.7811348
Ga0401699_0270380_589_1698_,39.05011036,40.98656521,50.16459333,2.861211908,2.579753933
Ga0401699_0272042_111_1397_Belongs to the OprB family,2138.418,1535.917601,824.1326047,95.8505989,126.4079427
Ga0401699_0273092_1421_1669_F1F0 ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains_ F1 containing the extramembraneous catalytic core and F0 containing the membrane proton channel_ linked together by a central stalk and a peripheral stalk. During catalysis_ ATP synthesis in the catalytic domain of F1 is coupled via a rotary mechanism of the central stalk subunits to proton translocation,49.23709567,119.7239142,12.54114833,71.53029769,100.6104034
Ga0401699_0273716_74_1675_Belongs to the chaperonin HSP60 family,0.848915443,2.157187642,2.687388929,50.07120838,60.19425843
Ga0401699_0274440_256_1770_Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,237.6963239,456.2451864,109.2871498,466.3775409,540.8884079
Ga0401699_0275299_24_536_Iron-storage protein_ whose ferroxidase center binds Fe2  ions_ oxidizes them by dioxygen to Fe3 _ and participates in the subsequent Fe3  oxide mineral core formation within the central cavity of the protein complex,20.37397062,18.33609496,2.687388929,39.34166373,46.43557079
Ga0401699_0276598_107_1822_regulation of canonical Wnt signaling pathway involved in osteoblast differentiation,2.546746328,5.392969106,10.74955571,0,0
Ga0401699_0276648_222_1517_Thrombospondin type 1 repeats,16.12939341,4.314375285,20.60331512,0,0
Ga0401699_0277406_268_1698_creatine kinase activity,22.92071695,30.20062699,39.41503762,2.145908931,0
Ga0401699_0279381_3_1814_Belongs to the glycosyl hydrolase 18 family,56.87733466,31.27922082,28.6654819,0.715302977,2.579753933
Ga0401699_0280366_263_1768_Cap1 CAP_ adenylate cyclase-associated protein 1,10.18698531,15.1003135,22.39490774,0.715302977,2.579753933
Ga0401699_0280866_3_1598_,33.10770226,49.61531578,28.6654819,6.437726792,2.579753933
Ga0401699_0281168_1298_1780_,1255.54594,1103.401479,1049.873275,25.75090717,23.21778539
Ga0401699_0282293_3_1025_biological adhesion,32.25878682,11.86453203,20.60331512,0,0
Ga0401699_0283255_3_1802_Domain of unknown function DUF305,153.6536951,65.7942231,59.12255643,0.715302977,3.43967191
Ga0401699_0283490_568_1764_Belongs to the complex I 49 kDa subunit family,39.05011036,28.04343935,18.8117225,0,0
Ga0401699_0283599_4_1800_Ca2 -binding protein EF-Hand superfamily,0,0,111.9745387,0,0
Ga0401699_0283708_127_1080_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,155.351526,265.33408,362.7975053,146.6371103,68.79343821
Ga0401699_0283708_1284_1505_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,28.01420961,71.1871922,83.30905678,24.32030121,10.31901573
Ga0401699_0285104_46_1482_,28.01420961,31.27922082,24.18650036,2.861211908,0.859917978
Ga0401699_0285655_289_1758_Belongs to the ClpA ClpB family,22.92071695,23.72906407,22.39490774,76.53741853,107.4897472
Ga0401699_0285699_151_1758_cysteine-type peptidase activity,15.28047797,19.41468878,24.18650036,0.715302977,0
Ga0401699_0286101_1_741_chlorophyll binding,531.4210671,612.6412905,434.4612101,1477.81595,1910.737746
Ga0401699_0286645_318_1793_Outer membrane receptor proteins mostly Fe transport,34.80553315,59.32266017,134.3694464,37.1957548,33.53680113
Ga0401699_0287456_53_1732_3-beta-hydroxy-delta5-steroid dehydrogenase activity,6.791323541,6.471562927,18.8117225,0,0
Ga0401699_0287507_52_1617_unfolded protein binding. It is involved in the biological process described with protein folding,9.338069869,3.235781464,5.374777857,43.63348159,113.509173
Ga0401699_0287748_3_1790_PsaA and PsaB bind P700_ the primary electron donor of photosystem I PSI_ as well as the electron acceptors A0_ A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase_ converting photonic excitation into a charge separation_ which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0_ A1_ FX_ FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6,472.8459015,757.1728625,513.2912853,1763.937141,1958.033235
Ga0401699_0290230_71_1690_translocation of peptides or proteins into other organism involved in symbiotic interaction,3.39566177,12.94312585,17.02012988,0,0
Ga0401699_0290682_196_1764_PA domain,15.28047797,8.62875057,4.478981548,71.53029769,83.41204383
Ga0401699_0290797_484_1779_Thrombospondin type 1 repeats,34.80553315,11.86453203,11.64535202,0,0
Ga0401699_0291785_134_1702_proton-transporting ATP synthase activity_ rotational mechanism,32.25878682,48.53672196,33.14446345,5.007120838,3.43967191
Ga0401699_0292736_98_1774_,42.44577213,47.45812813,35.83185238,3.576514884,0
Ga0401699_0293038_175_714_photosynthetic electron transport in photosystem II,187.6103128,183.3609496,110.1829461,445.6337546,242.4968697
Ga0401699_0293324_1009_1725_60S ribosomal Protein,22.92071695,24.80765789,51.06038964,2.861211908,0.859917978
Ga0401699_0293674_38_1771_,80.64696705,71.1871922,54.64357488,16.45196847,7.739261798
Ga0401699_0294855_56_1468_Mitochondrial-processing peptidase subunit beta. Source PGD,14.43156252,8.62875057,20.60331512,1.430605954,0.859917978
Ga0401699_0296222_126_1766_Thrombospondin type 1 repeats,20.37397062,3.235781464,10.74955571,0,0
Ga0401699_0297354_1_1677_,44.14360302,44.22234667,40.31083393,5.722423815,7.739261798
Ga0401699_0297671_275_1627_Tubulin is the major constituent of microtubules. It binds two moles of GTP_ one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain,50.08601111,42.06515903,16.12433357,63.66196494,97.17073147
Ga0401699_0298281_428_1759_Belongs to the OprB family,331.9259381,270.7270491,154.9727615,0,8.599179776
Ga0401699_0298355_15_1583_GMP synthase C terminal domain,14.43156252,43.14375285,38.51924131,4.291817861,6.019425843
Ga0401699_0298552_116_1723_Asparaginase_ N-terminal,44.99251846,33.43640846,41.20663024,0.715302977,0
